current_path	target_path	size_bytes	area	action
clang/include/clang/ASTMatchers/ASTMatchers.h	llvm-kain/clang/include/ast/ASTMatchers.h	272578	clang	move
clang/include/clang/ASTMatchers/ASTMatchersInternal.h	llvm-kain/clang/include/ast/ASTMatchersInternal.h	85124	clang	move
clang/include/clang/ASTMatchers/ASTMatchersMacros.h	llvm-kain/clang/include/ast/ASTMatchersMacros.h	37178	clang	move
clang/include/clang/ASTMatchers/ASTMatchFinder.h	llvm-kain/clang/include/ast/ASTMatchFinder.h	12737	clang	move
clang/include/clang/ASTMatchers/LowLevelHelpers.h	llvm-kain/clang/include/ast/LowLevelHelpers.h	1286	clang	move
clang/include/clang/ASTMatchers/Dynamic/Diagnostics.h	llvm-kain/clang/include/ast/Dynamic/Diagnostics.h	5490	clang	move
clang/include/clang/ASTMatchers/Dynamic/Parser.h	llvm-kain/clang/include/ast/Dynamic/Parser.h	11409	clang	move
clang/include/clang/ASTMatchers/Dynamic/Registry.h	llvm-kain/clang/include/ast/Dynamic/Registry.h	5967	clang	move
clang/include/clang/ASTMatchers/Dynamic/VariantValue.h	llvm-kain/clang/include/ast/Dynamic/VariantValue.h	11180	clang	move
clang/include/clang/Basic/AArch64ACLETypes.def	llvm-kain/clang/include/basic/AArch64ACLETypes.def	12359	clang	move
clang/include/clang/Basic/AArch64CodeGenUtils.h	llvm-kain/clang/include/basic/AArch64CodeGenUtils.h	39974	clang	move
clang/include/clang/Basic/ABI.h	llvm-kain/clang/include/basic/ABI.h	1453	clang	move
clang/include/clang/Basic/ABIVersions.def	llvm-kain/clang/include/basic/ABIVersions.def	5863	clang	move
clang/include/clang/Basic/AddressSpaces.h	llvm-kain/clang/include/basic/AddressSpaces.h	3024	clang	move
clang/include/clang/Basic/AlignedAllocation.h	llvm-kain/clang/include/basic/AlignedAllocation.h	1516	clang	move
clang/include/clang/Basic/AllDiagnosticKinds.inc	llvm-kain/clang/include/basic/AllDiagnosticKinds.inc	1482	clang	move
clang/include/clang/Basic/AllDiagnostics.h	llvm-kain/clang/include/basic/AllDiagnostics.h	1558	clang	move
clang/include/clang/Basic/AMDGPUTypes.def	llvm-kain/clang/include/basic/AMDGPUTypes.def	1586	clang	move
clang/include/clang/Basic/arm_bf16.td	llvm-kain/clang/include/basic/arm_bf16.td	590	clang	move
clang/include/clang/Basic/arm_cde.td	llvm-kain/clang/include/basic/arm_cde.td	9513	clang	move
clang/include/clang/Basic/arm_fp16.td	llvm-kain/clang/include/basic/arm_fp16.td	6340	clang	move
clang/include/clang/Basic/arm_immcheck_incl.td	llvm-kain/clang/include/basic/arm_immcheck_incl.td	2551	clang	move
clang/include/clang/Basic/arm_mve.td	llvm-kain/clang/include/basic/arm_mve.td	71963	clang	move
clang/include/clang/Basic/arm_mve_defs.td	llvm-kain/clang/include/basic/arm_mve_defs.td	27287	clang	move
clang/include/clang/Basic/arm_neon.td	llvm-kain/clang/include/basic/arm_neon.td	112079	clang	move
clang/include/clang/Basic/arm_neon_incl.td	llvm-kain/clang/include/basic/arm_neon_incl.td	14087	clang	move
clang/include/clang/Basic/arm_sme.td	llvm-kain/clang/include/basic/arm_sme.td	84432	clang	move
clang/include/clang/Basic/arm_sve.td	llvm-kain/clang/include/basic/arm_sve.td	229160	clang	move
clang/include/clang/Basic/arm_sve_sme_incl.td	llvm-kain/clang/include/basic/arm_sve_sme_incl.td	10882	clang	move
clang/include/clang/Basic/ASTNode.td	llvm-kain/clang/include/basic/ASTNode.td	120	clang	move
clang/include/clang/Basic/ASTSourceDescriptor.h	llvm-kain/clang/include/basic/ASTSourceDescriptor.h	1747	clang	move
clang/include/clang/Basic/Attr.td	llvm-kain/clang/include/basic/Attr.td	205093	clang	move
clang/include/clang/Basic/AttrDocs.td	llvm-kain/clang/include/basic/AttrDocs.td	405311	clang	move
clang/include/clang/Basic/AttributeCommonInfo.h	llvm-kain/clang/include/basic/AttributeCommonInfo.h	11299	clang	move
clang/include/clang/Basic/Attributes.h	llvm-kain/clang/include/basic/Attributes.h	1436	clang	move
clang/include/clang/Basic/AttributeScopeInfo.h	llvm-kain/clang/include/basic/AttributeScopeInfo.h	1543	clang	move
clang/include/clang/Basic/AttrKinds.h	llvm-kain/clang/include/basic/AttrKinds.h	929	clang	move
clang/include/clang/Basic/AttrSubjectMatchRules.h	llvm-kain/clang/include/basic/AttrSubjectMatchRules.h	1062	clang	move
clang/include/clang/Basic/BitmaskEnum.h	llvm-kain/clang/include/basic/BitmaskEnum.h	749	clang	move
clang/include/clang/Basic/BuiltinHeaders.def	llvm-kain/clang/include/basic/BuiltinHeaders.def	1660	clang	move
clang/include/clang/Basic/Builtins.def	llvm-kain/clang/include/basic/Builtins.def	5163	clang	move
clang/include/clang/Basic/Builtins.h	llvm-kain/clang/include/basic/Builtins.h	20615	clang	move
clang/include/clang/Basic/Builtins.td	llvm-kain/clang/include/basic/Builtins.td	176774	clang	move
clang/include/clang/Basic/BuiltinsAArch64.td	llvm-kain/clang/include/basic/BuiltinsAArch64.td	27224	clang	move
clang/include/clang/Basic/BuiltinsAArch64Base.td	llvm-kain/clang/include/basic/BuiltinsAArch64Base.td	1188	clang	move
clang/include/clang/Basic/BuiltinsAArch64NeonSVEBridge.def	llvm-kain/clang/include/basic/BuiltinsAArch64NeonSVEBridge.def	2590	clang	move
clang/include/clang/Basic/BuiltinsAArch64NeonSVEBridge_cg.def	llvm-kain/clang/include/basic/BuiltinsAArch64NeonSVEBridge_cg.def	1932	clang	move
clang/include/clang/Basic/BuiltinsAMDGPU.td	llvm-kain/clang/include/basic/BuiltinsAMDGPU.td	148293	clang	move
clang/include/clang/Basic/BuiltinsAMDGPUDocs.td	llvm-kain/clang/include/basic/BuiltinsAMDGPUDocs.td	23843	clang	move
clang/include/clang/Basic/BuiltinsARM.def	llvm-kain/clang/include/basic/BuiltinsARM.def	19685	clang	move
clang/include/clang/Basic/BuiltinsAVR.def	llvm-kain/clang/include/basic/BuiltinsAVR.def	1479	clang	move
clang/include/clang/Basic/BuiltinsBase.td	llvm-kain/clang/include/basic/BuiltinsBase.td	7243	clang	move
clang/include/clang/Basic/BuiltinsBPF.td	llvm-kain/clang/include/basic/BuiltinsBPF.td	1198	clang	move
clang/include/clang/Basic/BuiltinsDirectX.td	llvm-kain/clang/include/basic/BuiltinsDirectX.td	603	clang	move
clang/include/clang/Basic/BuiltinsHexagon.td	llvm-kain/clang/include/basic/BuiltinsHexagon.td	175449	clang	move
clang/include/clang/Basic/BuiltinsHexagonMapCustomDep.def	llvm-kain/clang/include/basic/BuiltinsHexagonMapCustomDep.def	853	clang	move
clang/include/clang/Basic/BuiltinsLoongArchBase.def	llvm-kain/clang/include/basic/BuiltinsLoongArchBase.def	3258	clang	move
clang/include/clang/Basic/BuiltinsLoongArchLASX.def	llvm-kain/clang/include/basic/BuiltinsLoongArchLASX.def	56199	clang	move
clang/include/clang/Basic/BuiltinsLoongArchLSX.def	llvm-kain/clang/include/basic/BuiltinsLoongArchLSX.def	50903	clang	move
clang/include/clang/Basic/BuiltinsMips.def	llvm-kain/clang/include/basic/BuiltinsMips.def	36364	clang	move
clang/include/clang/Basic/BuiltinsNVPTX.td	llvm-kain/clang/include/basic/BuiltinsNVPTX.td	84429	clang	move
clang/include/clang/Basic/BuiltinsPPC.def	llvm-kain/clang/include/basic/BuiltinsPPC.def	65842	clang	move
clang/include/clang/Basic/BuiltinsRISCV.td	llvm-kain/clang/include/basic/BuiltinsRISCV.td	13470	clang	move
clang/include/clang/Basic/BuiltinsRISCVXAndes.td	llvm-kain/clang/include/basic/BuiltinsRISCVXAndes.td	2118	clang	move
clang/include/clang/Basic/BuiltinsRISCVXCV.td	llvm-kain/clang/include/basic/BuiltinsRISCVXCV.td	2309	clang	move
clang/include/clang/Basic/BuiltinsRISCVXMIPS.td	llvm-kain/clang/include/basic/BuiltinsRISCVXMIPS.td	1019	clang	move
clang/include/clang/Basic/BuiltinsSPIRVBase.td	llvm-kain/clang/include/basic/BuiltinsSPIRVBase.td	605	clang	move
clang/include/clang/Basic/BuiltinsSPIRVCL.td	llvm-kain/clang/include/basic/BuiltinsSPIRVCL.td	728	clang	move
clang/include/clang/Basic/BuiltinsSPIRVCommon.td	llvm-kain/clang/include/basic/BuiltinsSPIRVCommon.td	1472	clang	move
clang/include/clang/Basic/BuiltinsSPIRVVK.td	llvm-kain/clang/include/basic/BuiltinsSPIRVVK.td	864	clang	move
clang/include/clang/Basic/BuiltinsSystemZ.td	llvm-kain/clang/include/basic/BuiltinsSystemZ.td	36996	clang	move
clang/include/clang/Basic/BuiltinsVE.def	llvm-kain/clang/include/basic/BuiltinsVE.def	1283	clang	move
clang/include/clang/Basic/BuiltinsVEVL.gen.def	llvm-kain/clang/include/basic/BuiltinsVEVL.gen.def	82768	clang	move
clang/include/clang/Basic/BuiltinsWebAssembly.def	llvm-kain/clang/include/basic/BuiltinsWebAssembly.def	12322	clang	move
clang/include/clang/Basic/BuiltinsX86.td	llvm-kain/clang/include/basic/BuiltinsX86.td	294857	clang	move
clang/include/clang/Basic/BuiltinsX86Base.td	llvm-kain/clang/include/basic/BuiltinsX86Base.td	1050	clang	move
clang/include/clang/Basic/BuiltinsX86_64.td	llvm-kain/clang/include/basic/BuiltinsX86_64.td	21611	clang	move
clang/include/clang/Basic/BuiltinsXCore.def	llvm-kain/clang/include/basic/BuiltinsXCore.def	846	clang	move
clang/include/clang/Basic/BuiltinTemplates.td	llvm-kain/clang/include/basic/BuiltinTemplates.td	2383	clang	move
clang/include/clang/Basic/CapturedStmt.h	llvm-kain/clang/include/basic/CapturedStmt.h	662	clang	move
clang/include/clang/Basic/CFProtectionOptions.def	llvm-kain/clang/include/basic/CFProtectionOptions.def	559	clang	move
clang/include/clang/Basic/CFProtectionOptions.h	llvm-kain/clang/include/basic/CFProtectionOptions.h	1296	clang	move
clang/include/clang/Basic/CharInfo.h	llvm-kain/clang/include/basic/CharInfo.h	8863	clang	move
clang/include/clang/Basic/CLWarnings.h	llvm-kain/clang/include/basic/CLWarnings.h	796	clang	move
clang/include/clang/Basic/CMakeLists.txt	llvm-kain/clang/include/basic/CMakeLists.txt	8525	clang	move
clang/include/clang/Basic/CodeGenOptions.def	llvm-kain/clang/include/basic/CodeGenOptions.def	34485	clang	move
clang/include/clang/Basic/CodeGenOptions.h	llvm-kain/clang/include/basic/CodeGenOptions.h	26274	clang	move
clang/include/clang/Basic/CommentNodes.td	llvm-kain/clang/include/basic/CommentNodes.td	1065	clang	move
clang/include/clang/Basic/CommentOptions.h	llvm-kain/clang/include/basic/CommentOptions.h	1124	clang	move
clang/include/clang/Basic/Cuda.h	llvm-kain/clang/include/basic/Cuda.h	2449	clang	move
clang/include/clang/Basic/CustomizableOptional.h	llvm-kain/clang/include/basic/CustomizableOptional.h	7604	clang	move
clang/include/clang/Basic/DarwinSDKInfo.h	llvm-kain/clang/include/basic/DarwinSDKInfo.h	10457	clang	move
clang/include/clang/Basic/DebugOptions.def	llvm-kain/clang/include/basic/DebugOptions.def	7008	clang	move
clang/include/clang/Basic/DeclNodes.td	llvm-kain/clang/include/basic/DeclNodes.td	5581	clang	move
clang/include/clang/Basic/Diagnostic.h	llvm-kain/clang/include/basic/Diagnostic.h	66718	clang	move
clang/include/clang/Basic/Diagnostic.td	llvm-kain/clang/include/basic/Diagnostic.td	9821	clang	move
clang/include/clang/Basic/DiagnosticAnalysis.h	llvm-kain/clang/include/basic/DiagnosticAnalysis.h	603	clang	move
clang/include/clang/Basic/DiagnosticAST.h	llvm-kain/clang/include/basic/DiagnosticAST.h	583	clang	move
clang/include/clang/Basic/DiagnosticASTKinds.td	llvm-kain/clang/include/basic/DiagnosticASTKinds.td	52723	clang	move
clang/include/clang/Basic/DiagnosticCategories.h	llvm-kain/clang/include/basic/DiagnosticCategories.h	990	clang	move
clang/include/clang/Basic/DiagnosticCategories.td	llvm-kain/clang/include/basic/DiagnosticCategories.td	543	clang	move
clang/include/clang/Basic/DiagnosticComment.h	llvm-kain/clang/include/basic/DiagnosticComment.h	599	clang	move
clang/include/clang/Basic/DiagnosticCommentKinds.td	llvm-kain/clang/include/basic/DiagnosticCommentKinds.td	6685	clang	move
clang/include/clang/Basic/DiagnosticCommonKinds.td	llvm-kain/clang/include/basic/DiagnosticCommonKinds.td	21527	clang	move
clang/include/clang/Basic/DiagnosticCrossTU.h	llvm-kain/clang/include/basic/DiagnosticCrossTU.h	599	clang	move
clang/include/clang/Basic/DiagnosticCrossTUKinds.td	llvm-kain/clang/include/basic/DiagnosticCrossTUKinds.td	1840	clang	move
clang/include/clang/Basic/DiagnosticDocs.td	llvm-kain/clang/include/basic/DiagnosticDocs.td	2755	clang	move
clang/include/clang/Basic/DiagnosticDriver.h	llvm-kain/clang/include/basic/DiagnosticDriver.h	595	clang	move
clang/include/clang/Basic/DiagnosticDriverKinds.td	llvm-kain/clang/include/basic/DiagnosticDriverKinds.td	49179	clang	move
clang/include/clang/Basic/DiagnosticError.h	llvm-kain/clang/include/basic/DiagnosticError.h	2063	clang	move
clang/include/clang/Basic/DiagnosticFrontend.h	llvm-kain/clang/include/basic/DiagnosticFrontend.h	603	clang	move
clang/include/clang/Basic/DiagnosticFrontendKinds.td	llvm-kain/clang/include/basic/DiagnosticFrontendKinds.td	24919	clang	move
clang/include/clang/Basic/DiagnosticGroups.td	llvm-kain/clang/include/basic/DiagnosticGroups.td	98903	clang	move
clang/include/clang/Basic/DiagnosticIDs.h	llvm-kain/clang/include/basic/DiagnosticIDs.h	20507	clang	move
clang/include/clang/Basic/DiagnosticInstallAPI.h	llvm-kain/clang/include/basic/DiagnosticInstallAPI.h	611	clang	move
clang/include/clang/Basic/DiagnosticInstallAPIKinds.td	llvm-kain/clang/include/basic/DiagnosticInstallAPIKinds.td	6334	clang	move
clang/include/clang/Basic/DiagnosticLex.h	llvm-kain/clang/include/basic/DiagnosticLex.h	583	clang	move
clang/include/clang/Basic/DiagnosticLexKinds.td	llvm-kain/clang/include/basic/DiagnosticLexKinds.td	52714	clang	move
clang/include/clang/Basic/DiagnosticOptions.def	llvm-kain/clang/include/basic/DiagnosticOptions.def	4965	clang	move
clang/include/clang/Basic/DiagnosticOptions.h	llvm-kain/clang/include/basic/DiagnosticOptions.h	4911	clang	move
clang/include/clang/Basic/DiagnosticParse.h	llvm-kain/clang/include/basic/DiagnosticParse.h	591	clang	move
clang/include/clang/Basic/DiagnosticParseKinds.td	llvm-kain/clang/include/basic/DiagnosticParseKinds.td	93951	clang	move
clang/include/clang/Basic/DiagnosticRefactoring.h	llvm-kain/clang/include/basic/DiagnosticRefactoring.h	615	clang	move
clang/include/clang/Basic/DiagnosticRefactoringKinds.td	llvm-kain/clang/include/basic/DiagnosticRefactoringKinds.td	1361	clang	move
clang/include/clang/Basic/DiagnosticSema.h	llvm-kain/clang/include/basic/DiagnosticSema.h	587	clang	move
clang/include/clang/Basic/DiagnosticSemaKinds.td	llvm-kain/clang/include/basic/DiagnosticSemaKinds.td	743766	clang	move
clang/include/clang/Basic/DiagnosticSerialization.h	llvm-kain/clang/include/basic/DiagnosticSerialization.h	622	clang	move
clang/include/clang/Basic/DiagnosticSerializationKinds.td	llvm-kain/clang/include/basic/DiagnosticSerializationKinds.td	9631	clang	move
clang/include/clang/Basic/DiagnosticTrap.h	llvm-kain/clang/include/basic/DiagnosticTrap.h	549	clang	move
clang/include/clang/Basic/DiagnosticTrapKinds.td	llvm-kain/clang/include/basic/DiagnosticTrapKinds.td	1234	clang	move
clang/include/clang/Basic/DirectoryEntry.h	llvm-kain/clang/include/basic/DirectoryEntry.h	6413	clang	move
clang/include/clang/Basic/ExceptionSpecificationType.h	llvm-kain/clang/include/basic/ExceptionSpecificationType.h	2725	clang	move
clang/include/clang/Basic/ExpressionTraits.h	llvm-kain/clang/include/basic/ExpressionTraits.h	1209	clang	move
clang/include/clang/Basic/Features.def	llvm-kain/clang/include/basic/Features.def	18741	clang	move
clang/include/clang/Basic/FileEntry.h	llvm-kain/clang/include/basic/FileEntry.h	11228	clang	move
clang/include/clang/Basic/FileManager.h	llvm-kain/clang/include/basic/FileManager.h	13891	clang	move
clang/include/clang/Basic/FileSystemOptions.h	llvm-kain/clang/include/basic/FileSystemOptions.h	924	clang	move
clang/include/clang/Basic/FPOptions.def	llvm-kain/clang/include/basic/FPOptions.def	1698	clang	move
clang/include/clang/Basic/HeaderInclude.h	llvm-kain/clang/include/basic/HeaderInclude.h	2796	clang	move
clang/include/clang/Basic/HLSLIntangibleTypes.def	llvm-kain/clang/include/basic/HLSLIntangibleTypes.def	1165	clang	move
clang/include/clang/Basic/HLSLIntrinsics.td	llvm-kain/clang/include/basic/HLSLIntrinsics.td	64581	clang	move
clang/include/clang/Basic/HLSLRuntime.h	llvm-kain/clang/include/basic/HLSLRuntime.h	2444	clang	move
clang/include/clang/Basic/IdentifierTable.h	llvm-kain/clang/include/basic/IdentifierTable.h	45637	clang	move
clang/include/clang/Basic/JsonSupport.h	llvm-kain/clang/include/basic/JsonSupport.h	3613	clang	move
clang/include/clang/Basic/Lambda.h	llvm-kain/clang/include/basic/Lambda.h	1399	clang	move
clang/include/clang/Basic/LangOptions.def	llvm-kain/clang/include/basic/LangOptions.def	38648	clang	move
clang/include/clang/Basic/LangOptions.h	llvm-kain/clang/include/basic/LangOptions.h	41136	clang	move
clang/include/clang/Basic/LangStandard.h	llvm-kain/clang/include/basic/LangStandard.h	5143	clang	move
clang/include/clang/Basic/LangStandards.def	llvm-kain/clang/include/basic/LangStandards.def	10927	clang	move
clang/include/clang/Basic/Linkage.h	llvm-kain/clang/include/basic/Linkage.h	4346	clang	move
clang/include/clang/Basic/LLVM.h	llvm-kain/clang/include/basic/LLVM.h	2512	clang	move
clang/include/clang/Basic/MacroBuilder.h	llvm-kain/clang/include/basic/MacroBuilder.h	1661	clang	move
clang/include/clang/Basic/MakeSupport.h	llvm-kain/clang/include/basic/MakeSupport.h	786	clang	move
clang/include/clang/Basic/Module.h	llvm-kain/clang/include/basic/Module.h	39923	clang	move
clang/include/clang/Basic/MSP430Target.def	llvm-kain/clang/include/basic/MSP430Target.def	23861	clang	move
clang/include/clang/Basic/NoSanitizeList.h	llvm-kain/clang/include/basic/NoSanitizeList.h	1986	clang	move
clang/include/clang/Basic/ObjCRuntime.h	llvm-kain/clang/include/basic/ObjCRuntime.h	16401	clang	move
clang/include/clang/Basic/OffloadArch.h	llvm-kain/clang/include/basic/OffloadArch.h	4176	clang	move
clang/include/clang/Basic/OpenACCClauses.def	llvm-kain/clang/include/basic/OpenACCClauses.def	2161	clang	move
clang/include/clang/Basic/OpenACCKinds.h	llvm-kain/clang/include/basic/OpenACCKinds.h	20622	clang	move
clang/include/clang/Basic/OpenCLExtensions.def	llvm-kain/clang/include/basic/OpenCLExtensions.def	9304	clang	move
clang/include/clang/Basic/OpenCLExtensionTypes.def	llvm-kain/clang/include/basic/OpenCLExtensionTypes.def	1644	clang	move
clang/include/clang/Basic/OpenCLImageTypes.def	llvm-kain/clang/include/basic/OpenCLImageTypes.def	4173	clang	move
clang/include/clang/Basic/OpenCLOptions.h	llvm-kain/clang/include/basic/OpenCLOptions.h	7649	clang	move
clang/include/clang/Basic/OpenMPKinds.def	llvm-kain/clang/include/basic/OpenMPKinds.def	9594	clang	move
clang/include/clang/Basic/OpenMPKinds.h	llvm-kain/clang/include/basic/OpenMPKinds.h	18945	clang	move
clang/include/clang/Basic/OperatorKinds.def	llvm-kain/clang/include/basic/OperatorKinds.def	6693	clang	move
clang/include/clang/Basic/OperatorKinds.h	llvm-kain/clang/include/basic/OperatorKinds.h	1778	clang	move
clang/include/clang/Basic/OperatorPrecedence.h	llvm-kain/clang/include/basic/OperatorPrecedence.h	1871	clang	move
clang/include/clang/Basic/OptionalUnsigned.h	llvm-kain/clang/include/basic/OptionalUnsigned.h	2614	clang	move
clang/include/clang/Basic/ParsedAttrInfo.h	llvm-kain/clang/include/basic/ParsedAttrInfo.h	7659	clang	move
clang/include/clang/Basic/PartialDiagnostic.h	llvm-kain/clang/include/basic/PartialDiagnostic.h	6471	clang	move
clang/include/clang/Basic/PlistSupport.h	llvm-kain/clang/include/basic/PlistSupport.h	3975	clang	move
clang/include/clang/Basic/PointerAuthOptions.h	llvm-kain/clang/include/basic/PointerAuthOptions.h	8755	clang	move
